tag,stem.tag,sp,quadrat,status.initial,status.2016,dbh
72221,72221,tsugca,725,A,A,15.5
72222,72222,tsugca,725,A,A,3.7
72223,72223,tsugca,725,D,D,14.8
72224,72224,acerru,725,A,A,17.8
72225,72225,tsugca,725,A,A,21
72226,72226,kalmla,725,A,A,2
72227,72227,tsugca,725,A,A,22.4
72228,72228,tsugca,725,A,A,19
72229,72229,tsugca,725,A,A,18.9
72230,72230,tsugca,725,A,D,15.1
72231,72231,tsugca,725,A,A,14.9
72232,72232,tsugca,725,A,A,14.1
72233,72233,betual,725,A,A,21
72234,72234,tsugca,725,A,A,15.7
72235,72235,tsugca,725,A,A,9.5
72236,72236,pinust,725,A,A,22.7
72237,72237,tsugca,725,A,A,6.9
72238,72238,tsugca,725,A,A,13.6
72239,72239,tsugca,725,A,A,5.5
72240,72240,betual,725,D,D,6.7
72241,72241,kalmla,725,A,O,1.9
72242,72242,acerru,725,A,A,11.8
72243,72243,tsugca,725,A,A,27.3
72244,72244,acerru,725,A,A,13.2
80832,80832,tsugca,811,A,A,32.6
80833,80833,tsugca,811,A,A,29.5
80834,80834,tsugca,811,A,A,1.1
80835,80835,tsugca,811,A,A,1
80835,80836,tsugca,811,A,A,1
80837,80837,tsugca,811,A,A,47.6
80838,80838,tsugca,811,A,A,1.7
80839,80839,tsugca,811,A,A,2.5
80840,80840,tsugca,811,A,A,1.4
80841,80841,tsugca,811,D,D,14.3
80842,80842,tsugca,811,A,A,2.7
80843,80843,acerru,811,A,A,30.2
80844,80844,tsugca,811,A,A,1.8
80845,80845,querru,811,A,A,37.3
80846,80846,tsugca,811,A,A,22.2
80847,80847,acerru,811,A,A,23.7
80848,80848,tsugca,811,A,A,15.7
80849,80849,tsugca,811,D,D,14.5
80850,80850,tsugca,811,A,A,30.8
80851,80851,tsugca,811,A,A,3.4
80852,80852,tsugca,811,A,A,5.6
80853,80853,tsugca,811,A,A,1.8
80854,80854,tsugca,811,A,A,2.5
80855,80855,tsugca,811,A,A,1.3
80855,80856,tsugca,811,A,A,1
80857,80857,tsugca,811,A,A,24.3
80858,80858,tsugca,811,A,A,2.6
80859,80859,tsugca,811,A,D,2.3
80860,80860,tsugca,811,A,A,2.5
80861,80861,tsugca,811,A,D,3.6
80862,80862,tsugca,811,A,A,1.9
80862,80863,tsugca,811,A,D,1.2
80864,80864,tsugca,811,A,A,1
80865,80865,tsugca,811,A,A,1
80866,80866,tsugca,811,A,A,40.8
80867,80867,tsugca,811,A,A,1.3
80868,80868,tsugca,811,A,A,17.8
80868,80869,tsugca,811,A,A,15.4
80870,80870,tsugca,811,A,A,25.8
80871,80871,tsugca,811,A,A,3
80872,80872,tsugca,811,A,A,1.9
80872,80873,tsugca,811,A,A,1
80874,80874,tsugca,811,D,D,15.4
80875,80875,tsugca,811,A,A,34.6
80876,80876,tsugca,811,A,A,1
80877,80877,pinust,811,A,A,55
80878,80878,tsugca,811,A,A,31.1
80879,80879,tsugca,811,A,A,2.6
80880,80880,tsugca,811,D,D,15.4
80881,80881,tsugca,811,A,A,2.9
80882,80882,tsugca,811,A,A,1
80882,80883,tsugca,811,A,A,1
80884,80884,tsugca,811,A,A,3.3
80885,80885,tsugca,811,A,A,3.6
80886,80886,tsugca,811,A,A,33.2
80886,80887,tsugca,811,D,D,11.9
80886,80888,tsugca,811,A,D,9.7
80889,80889,tsugca,811,A,A,20.9
80889,80890,tsugca,811,D,D,9
80891,80891,tsugca,811,D,D,12.6
80892,80892,pinust,811,A,A,37.5
80893,80893,tsugca,811,A,A,40.6
80894,80894,tsugca,811,A,A,23.9
80895,80895,tsugca,811,A,A,33.1
80896,80896,pinust,811,A,A,43.1
80897,80897,tsugca,811,D,D,14.9
80898,80898,tsugca,811,D,D,17.4
80899,80899,tsugca,811,A,D,23.5
80899,80900,tsugca,811,A,A,20.2
80901,80901,acerru,811,D,D,11.9
80902,80902,tsugca,811,A,A,24.8
80903,80903,tsugca,811,A,A,38
80904,80904,pinust,811,D,A,15.9
80905,80905,tsugca,811,A,D,27.5
80906,80906,acerru,811,A,A,18.6
80907,80907,tsugca,811,A,A,29.2
80908,80908,pinust,811,D,D,10.9
80909,80909,pinust,811,A,A,34.3
80910,80910,tsugca,811,A,A,23.3
80911,80911,tsugca,811,A,A,37.4
80912,80912,tsugca,811,A,A,8.6
80913,80913,tsugca,812,A,A,1
80914,80914,tsugca,812,A,D,1.4
80915,80915,tsugca,812,A,A,1.8
80916,80916,tsugca,812,D,D,15.5
80917,80917,tsugca,812,A,A,3.1
80918,80918,tsugca,812,A,A,1.7
80919,80919,tsugca,812,A,A,1.3
80920,80920,tsugca,812,A,A,2.1
80921,80921,tsugca,812,A,A,3.6
80922,80922,acerru,812,A,A,28.2
80923,80923,acerru,812,A,A,15.3
80924,80924,tsugca,812,D,D,39.2
80925,80925,tsugca,812,A,A,1.7
80926,80926,tsugca,812,A,A,1.1
80927,80927,tsugca,812,A,A,1.5
80928,80928,tsugca,812,A,A,2
80929,80929,tsugca,812,A,A,1.1
80930,80930,tsugca,812,D,D,15.7
80931,80931,tsugca,812,A,A,29.3
80931,80932,tsugca,812,D,D,10.6
80933,80933,tsugca,812,D,D,15.8
80934,80934,tsugca,812,D,D,11.2
80935,80935,tsugca,812,A,A,21.2
80936,80936,tsugca,812,A,A,38.3
80936,80937,tsugca,812,A,A,7.6
80938,80938,tsugca,812,A,A,24.1
80939,80939,tsugca,812,A,A,27
80940,80940,tsugca,812,A,A,1.1
80941,80941,tsugca,812,A,A,1.7
80942,80942,tsugca,812,A,A,2
80942,80943,tsugca,812,A,A,1.2
80942,80944,tsugca,812,A,A,1
80942,80945,tsugca,812,A,A,1
80946,80946,tsugca,812,A,A,43.7
80947,80947,tsugca,812,A,D,1.1
80947,80948,tsugca,812,A,A,1
80947,80949,tsugca,812,A,A,1
80950,80950,tsugca,812,A,D,1.1
80951,80951,tsugca,812,A,D,4.4
80952,80952,querru,812,A,A,40.2
80953,80953,tsugca,812,A,A,24.5
80954,80954,tsugca,812,A,A,31.6
80955,80955,tsugca,812,A,D,22.9
80956,80956,querru,812,A,A,32.4
80957,80957,tsugca,812,D,A,15.7
80958,80958,tsugca,812,A,A,21.6
80959,80959,tsugca,812,D,D,13.6
80960,80960,tsugca,812,A,A,1.4
80961,80961,tsugca,812,A,A,1.6
80962,80962,tsugca,812,A,A,2
80963,80963,tsugca,812,A,A,1.1
80964,80964,tsugca,812,A,A,8.6
80965,80965,acerru,812,A,A,16.2
80966,80966,tsugca,812,A,A,1.1
80967,80967,tsugca,812,A,A,5.4
80968,80968,querru,812,A,A,43.4
80969,80969,tsugca,812,A,A,1.8
80970,80970,tsugca,812,A,A,1
80971,80971,tsugca,812,A,A,1.3
80972,80972,tsugca,812,A,A,34.6
80973,80973,tsugca,812,D,D,12.9
80974,80974,tsugca,812,D,D,14.8
80975,80975,tsugca,812,A,A,18
80976,80976,acerru,812,A,A,21.5
80977,80977,tsugca,812,A,D,13.6
80978,80978,tsugca,812,D,D,14.9
80979,80979,tsugca,812,A,A,28.9
80980,80980,tsugca,812,A,A,26.3
80981,80981,tsugca,812,A,A,43
80982,80982,tsugca,812,A,A,30.6
80983,80983,tsugca,812,A,A,17.2
80984,80984,tsugca,812,A,A,17
80984,80985,tsugca,812,D,D,9.2
80986,80986,tsugca,812,D,D,15.3
80987,80987,tsugca,812,A,A,6.8
80988,80988,tsugca,812,D,D,11
80989,80989,tsugca,812,A,A,35.5
80990,80990,tsugca,812,A,A,34.7
80991,80991,tsugca,812,A,A,1.2
80992,80992,tsugca,812,A,A,22.6
80993,80993,tsugca,812,A,A,32.3
80994,80994,tsugca,813,A,A,1.2
80995,80995,tsugca,813,A,A,1.1
80996,80996,tsugca,813,A,A,26.5
80997,80997,deadhw,813,D,D,37.3
80998,80998,tsugca,813,D,O,11.2
80999,80999,tsugca,813,D,O,16.9
81000,81000,tsugca,813,A,A,2.2
81001,81001,tsugca,813,A,A,38
81002,81002,tsugca,813,A,A,1
81003,81003,tsugca,813,A,A,1.2
81004,81004,acerru,813,A,A,13.9
81005,81005,tsugca,813,A,A,27.7
81006,81006,tsugca,813,A,A,1
81007,81007,tsugca,813,A,A,40.7
81007,81008,tsugca,813,D,D,16.9
81009,81009,fagugr,813,A,A,13.6
81010,81010,tsugca,813,A,A,1
81011,81011,tsugca,813,A,A,1.3
81012,81012,tsugca,813,A,D,26.4
81013,81013,vibual,813,A,A,1.7
81014,81014,vibual,813,A,A,1
81015,81015,vibual,813,A,A,1.3
81016,81016,tsugca,813,A,A,1
81017,81017,vibual,813,A,A,1.3
81018,81018,tsugca,813,A,A,1.1
81019,81019,tsugca,813,A,A,1.2
81020,81020,tsugca,813,A,A,3
81021,81021,tsugca,813,A,A,1.5
81022,81022,tsugca,813,A,A,2.2
81023,81023,tsugca,813,A,A,1.6
81024,81024,tsugca,813,A,A,2.3
81025,81025,tsugca,813,A,A,1.8
81026,81026,tsugca,813,A,A,1.1
81026,81027,tsugca,813,A,A,1
81028,81028,tsugca,813,A,A,2.3
81029,81029,vibual,813,A,A,1
81030,81030,tsugca,813,A,A,43
81031,81031,tsugca,813,A,A,30.2
81032,81032,tsugca,813,A,D,13.1
81032,81033,tsugca,813,D,D,13.1
81034,81034,tsugca,813,A,A,28.6
81035,81035,tsugca,813,A,A,1.1
81036,81036,tsugca,813,A,A,50.9
81037,81037,tsugca,813,A,A,1.1
81038,81038,tsugca,813,A,A,1.7
81038,81039,tsugca,813,A,A,1.1
81040,81040,tsugca,813,A,A,1.3
81041,81041,tsugca,813,A,A,1.6
81042,81042,tsugca,813,A,D,1.1
81043,81043,tsugca,813,A,D,1.1
81044,81044,tsugca,813,D,D,51.7
81045,81045,tsugca,813,A,A,1.2
81046,81046,tsugca,813,A,A,3
81047,81047,tsugca,813,A,A,47
81048,81048,tsugca,813,A,A,1
81049,81049,tsugca,813,A,A,3.4
81050,81050,tsugca,813,A,A,1.9
81051,81051,tsugca,813,A,A,28.4
81051,81052,tsugca,813,D,D,21.2
81053,81053,acerru,813,A,A,14.3
81054,81054,tsugca,813,A,D,3.2
81055,81055,tsugca,813,A,A,9.9
81056,81056,tsugca,813,A,A,6.5
81057,81057,tsugca,813,A,A,7
81058,81058,acerru,813,A,A,20.9
81059,81059,tsugca,813,A,A,1.7
81060,81060,querru,813,A,A,36.2
81061,81061,tsugca,813,A,A,3.7
81062,81062,tsugca,813,A,A,25.1
81063,81063,acerru,813,A,A,19.3
81064,81064,tsugca,813,A,A,1.2
81065,81065,tsugca,813,A,A,40.5
81066,81066,acerru,813,A,A,30.4
81067,81067,tsugca,813,A,A,3.9
81068,81068,tsugca,813,A,D,3.4
81069,81069,acerru,813,A,A,26.9
81070,81070,tsugca,813,A,A,6.2
81071,81071,tsugca,813,A,D,1.3
81072,81072,tsugca,813,A,A,8.2
81073,81073,tsugca,813,D,D,8.2
81074,81074,acerru,813,A,A,28.4
81075,81075,tsugca,813,A,A,10.7
81076,81076,tsugca,813,A,A,4.1
81077,81077,tsugca,813,A,A,4.5
81078,81078,tsugca,813,A,A,2.6
81079,81079,querru,813,A,A,23.2
81080,81080,tsugca,813,A,A,2.1
81081,81081,acerru,813,A,A,16.1
81082,81082,tsugca,813,A,A,23.3
81083,81083,acerru,813,A,A,15.2
81084,81084,tsugca,813,A,D,4.1
81085,81085,tsugca,814,A,A,19.8
81086,81086,tsugca,814,A,D,28
81087,81087,tsugca,814,A,A,52.7
81088,81088,tsugca,814,A,A,58
81089,81089,piceru,814,A,A,25.4
81090,81090,tsugca,814,A,A,45.6
81091,81091,fagugr,814,A,A,30.3
81092,81092,tsugca,814,A,A,44
81093,81093,tsugca,814,A,A,1
81094,81094,tsugca,814,A,A,1.3
81095,81095,querru,814,A,A,35.9
81096,81096,acerpe,814,A,A,1.8
81096,81097,acerpe,814,A,A,1.7
81098,81098,tsugca,814,A,D,2
81099,81099,fagugr,814,A,A,6.8
81099,81100,fagugr,814,A,A,1.1
81101,81101,tsugca,814,A,A,1.8
81101,81102,tsugca,814,A,A,1
81103,81103,fagugr,814,A,A,1.3
81104,81104,tsugca,814,A,A,1.4
81105,81105,tsugca,814,A,A,1.3
81106,81106,tsugca,814,A,A,2.1
81107,81107,fagugr,814,A,A,1.2
81108,81108,tsugca,814,A,A,45.3
81109,81109,tsugca,814,A,A,1
81110,81110,tsugca,814,A,A,1
81111,81111,tsugca,814,A,A,1.7
81112,81112,tsugca,814,A,A,1.4
81113,81113,fagugr,814,A,A,3.8
81113,81114,fagugr,814,A,A,1.5
81115,81115,acerpe,814,D,O,15.9
81116,81116,tsugca,814,A,O,1.5
81117,81117,fagugr,814,A,A,2
81118,81118,fagugr,814,A,A,5.3
81119,81119,tsugca,814,A,A,5.1
81120,81120,tsugca,814,A,D,2.3
81121,81121,tsugca,814,A,D,2.9
81122,81122,tsugca,814,A,A,5.8
81123,81123,acerru,814,A,A,13.5
81124,81124,tsugca,814,A,A,57.9
81125,81125,acerru,814,A,A,18.5
81126,81126,tsugca,814,A,A,3.5
81126,81127,tsugca,814,A,A,2.7
81128,81128,tsugca,814,A,A,1.2
81129,81129,tsugca,814,D,D,28.5
81130,81130,tsugca,814,A,A,1.1
81131,81131,tsugca,814,A,A,3.1
81132,81132,tsugca,814,A,A,2.2
81133,81133,acerru,814,A,A,29.8
81134,81134,betual,815,A,O,3.2
81135,81135,tsugca,815,A,A,2
81136,81136,tsugca,815,A,A,1.5
81137,81137,tsugca,815,A,A,1.2
81138,81138,tsugca,815,D,O,63.1
81139,81139,tsugca,815,A,A,47.8
81140,81140,tsugca,815,A,A,52.6
81141,81141,tsugca,815,A,A,1.4
81141,81142,tsugca,815,A,A,1.1
81143,81143,tsugca,815,A,A,1.2
81144,81144,tsugca,815,A,A,1.9
81145,81145,tsugca,815,A,A,1.6
81146,81146,tsugca,815,A,A,3
81147,81147,tsugca,815,A,A,1.2
81148,81148,tsugca,815,A,A,1
81149,81149,tsugca,815,A,A,1.1
81150,81150,tsugca,815,A,A,38.4
81151,81151,tsugca,815,A,A,2.9
81152,81152,fagugr,815,A,A,1.7
81153,81153,fagugr,815,A,A,4.5
81154,81154,fagugr,815,D,O,27.7
81155,81155,fagugr,815,A,D,3.3
81156,81156,tsugca,815,A,A,35.5
81157,81157,tsugca,815,A,A,1.9
81158,81158,tsugca,815,A,O,45.2
81159,81159,tsugca,815,A,A,1.5
81160,81160,tsugca,815,A,D,1
81161,81161,tsugca,815,A,D,1.7
81162,81162,tsugca,815,A,A,2.2
81163,81163,tsugca,815,A,O,1.3
81164,81164,tsugca,815,A,A,2.8
81165,81165,tsugca,815,A,D,1.7
81166,81166,tsugca,815,A,A,1.4
81167,81167,tsugca,815,A,A,2.5
81168,81168,tsugca,815,A,D,1.7
81169,81169,tsugca,815,A,D,2.3
81170,81170,tsugca,815,A,A,1.1
81171,81171,tsugca,815,A,A,1.4
81172,81172,tsugca,815,A,A,1.1
81173,81173,tsugca,815,A,A,1.2
81174,81174,tsugca,815,A,A,51.1
81175,81175,tsugca,815,A,A,1.3
81176,81176,tsugca,815,A,A,1.1
81177,81177,tsugca,815,A,A,52.5
81178,81178,tsugca,815,A,D,1
81179,81179,tsugca,815,A,A,2.3
81180,81180,tsugca,815,A,A,25.9
81181,81181,tsugca,815,A,A,42
81182,81182,tsugca,815,A,A,42
81183,81183,tsugca,815,D,D,18.3
81184,81184,tsugca,815,A,A,1
81185,81185,acerru,815,A,A,36.1
81186,81186,tsugca,815,A,A,38.5
81187,81187,acerpe,815,A,A,1
81188,81188,tsugca,815,A,D,2.4
81189,81189,tsugca,815,A,A,1.7
81189,81190,tsugca,815,A,A,1.2
81191,81191,tsugca,815,A,A,20.3
81192,81192,tsugca,815,A,D,38.5
81193,81193,tsugca,815,A,A,45.2
81194,81194,tsugca,816,A,A,24.6
81195,81195,tsugca,816,A,A,65.1
81196,81196,tsugca,816,A,A,38.9
81197,81197,tsugca,816,A,A,72.5
81198,81198,tsugca,816,A,A,5
81199,81199,tsugca,816,A,A,51
81200,81200,tsugca,816,D,O,24
81201,81201,tsugca,816,A,A,76.1
81202,81202,tsugca,816,D,D,5.2
81203,81203,tsugca,816,A,D,1.5
81204,81204,tsugca,816,A,A,1.4
81205,81205,tsugca,816,A,A,1.7
81206,81206,querru,816,A,A,38.1
81207,81207,tsugca,816,A,A,3
81208,81208,tsugca,816,A,A,21.3
81209,81209,tsugca,816,A,A,24.1
81209,81210,tsugca,816,A,A,19.7
81211,81211,tsugca,816,A,A,23.4
81212,81212,acerru,816,A,A,45.9
81213,81213,tsugca,816,A,A,34.2
81214,81214,tsugca,816,A,D,28.6
81215,81215,tsugca,816,A,A,1.3
81216,81216,tsugca,816,A,O,1.5
81217,81217,tsugca,816,A,A,1
81218,81218,tsugca,816,A,A,35.6
81219,81219,tsugca,816,A,A,32.3
81220,81220,tsugca,816,A,O,33.6
81221,81221,tsugca,816,A,A,30.2
81222,81222,tsugca,816,A,D,21.9
81223,81223,tsugca,816,A,O,52.5
81224,81224,tsugca,816,D,O,14.3
81225,81225,tsugca,816,A,A,33.4
81226,81226,tsugca,816,A,D,34.4
81227,81227,tsugca,816,A,A,44
81228,81228,tsugca,816,A,A,1.4
81228,81229,tsugca,816,A,A,1.1
81230,81230,tsugca,817,A,A,67.8
81231,81231,tsugca,817,A,A,45.4
81232,81232,tsugca,817,D,D,14.1
81233,81233,tsugca,817,A,A,1.5
81233,81234,tsugca,817,A,D,1.1
81235,81235,tsugca,817,A,O,2.1
81236,81236,tsugca,817,D,D,17.6
81237,81237,tsugca,817,A,A,2.2
81238,81238,tsugca,817,A,A,2.2
81239,81239,tsugca,817,A,A,2.8
81240,81240,acerru,817,D,D,11.6
81241,81241,tsugca,817,A,A,47
81242,81242,tsugca,817,A,A,34.5
81242,81243,tsugca,817,A,A,2
81244,81244,tsugca,817,A,D,3.5
81245,81245,tsugca,817,D,A,10.3
81246,81246,tsugca,817,A,A,2.7
81247,81247,betule,817,A,A,28.2
81248,81248,tsugca,817,A,A,1.2
81249,81249,tsugca,817,A,A,41.8
81249,81250,tsugca,817,A,A,29.5
81251,81251,tsugca,817,A,A,1.5
81251,81252,tsugca,817,A,A,1.4
81251,81253,tsugca,817,A,A,1.3
81254,81254,tsugca,817,A,D,2.4
81255,81255,acerru,817,A,A,28.4
81256,81256,tsugca,817,A,A,1.3
81257,81257,tsugca,817,A,A,1.5
81258,81258,tsugca,817,A,A,2.4
81259,81259,tsugca,817,A,A,4.6
81260,81260,tsugca,817,A,D,1.4
81261,81261,tsugca,817,A,A,1.3
81262,81262,tsugca,817,A,A,1.2
81263,81263,tsugca,817,A,A,33.5
81264,81264,tsugca,817,A,A,33.7
81264,81265,tsugca,817,A,A,6.7
81266,81266,tsugca,817,A,D,2.3
81267,81267,tsugca,817,A,A,34.7
81268,81268,tsugca,817,A,A,8.1
81269,81269,tsugca,817,A,A,23
81270,81270,tsugca,817,A,A,44.2
81271,81271,tsugca,817,A,A,54.5
81272,81272,tsugca,817,A,A,5.8
81273,81273,tsugca,817,A,A,7
81274,81274,fagugr,817,A,O,3
81275,81275,fagugr,817,A,A,4
81276,81276,tsugca,817,A,A,3.8
81277,81277,tsugca,817,A,D,1.6
81278,81278,tsugca,817,A,A,34.5
81279,81279,tsugca,817,D,D,9.5
81280,81280,tsugca,817,A,A,1.1
81281,81281,tsugca,817,A,A,1.9
81282,81282,tsugca,818,D,O,12.4
81283,81283,tsugca,818,A,A,47.7
81284,81284,tsugca,818,A,A,4.7
81285,81285,tsugca,818,A,D,24.5
81285,81286,tsugca,818,A,D,12.7
81287,81287,acerru,818,A,A,15
81288,81288,betupa,818,A,A,15.3
81289,81289,tsugca,818,A,D,3.7
81290,81290,tsugca,818,A,A,4.1
81291,81291,tsugca,818,A,A,3.5
81292,81292,tsugca,818,A,A,16.5
81293,81293,tsugca,818,A,A,9.2
81294,81294,betule,818,A,A,23
81295,81295,tsugca,818,A,D,11.1
81296,81296,tsugca,818,D,D,8.9
81297,81297,tsugca,818,A,D,16.2
81298,81298,acerru,818,A,A,28.5
81299,81299,tsugca,818,A,A,35.5
81300,81300,tsugca,818,A,A,5.8
81301,81301,tsugca,818,A,A,3.7
81302,81302,tsugca,818,A,D,1.1
81303,81303,tsugca,818,A,A,1.7
81304,81304,acerru,818,A,D,7.5
81305,81305,tsugca,818,A,A,15.3
81306,81306,tsugca,818,A,A,3.2
81307,81307,tsugca,818,A,A,21.1
81307,81308,tsugca,818,A,A,21
81309,81309,acerpe,818,A,D,15.8
81309,81310,acerpe,818,A,A,15.7
81309,81311,acerpe,818,D,D,11.5
81312,81312,betule,818,A,A,16.2
81313,81313,acerru,818,A,A,23.9
81313,81314,acerru,818,A,A,14.7
81315,81315,tsugca,818,A,A,9.3
81316,81316,tsugca,818,A,A,8.7
81317,81317,tsugca,818,A,A,5.6
81318,81318,tsugca,818,A,A,4.7
81319,81319,tsugca,818,A,A,3.3
81319,81320,tsugca,818,A,D,2.7
81321,81321,tsugca,818,A,A,2.3
81322,81322,tsugca,818,A,A,3.3
81323,81323,betupa,818,A,A,23
81323,81324,betupa,818,A,D,8.7
81325,81325,tsugca,818,A,A,41.2
81325,81326,tsugca,818,A,A,2.6
81327,81327,acerru,818,A,A,14.6
81328,81328,tsugca,818,A,A,18.4
81329,81329,tsugca,818,A,A,1
81330,81330,tsugca,818,A,A,9.9
81331,81331,acerru,818,D,D,10.9
81332,81332,tsugca,818,A,A,4.8
81333,81333,tsugca,818,A,A,34
81334,81334,tsugca,818,A,A,29.7
81335,81335,tsugca,818,A,D,1.6
81336,81336,tsugca,818,A,A,1.8
81337,81337,tsugca,818,A,A,3.5
81338,81338,tsugca,818,A,D,2.3
81339,81339,tsugca,818,A,A,8
81339,81340,tsugca,818,A,A,3.3
81341,81341,tsugca,818,A,A,3.1
81342,81342,betupa,818,A,A,17.9
81343,81343,tsugca,818,A,A,4
81344,81344,tsugca,818,A,D,1.3
81345,81345,fagugr,818,A,A,4.5
81346,81346,tsugca,818,A,A,2.4
81347,81347,tsugca,818,A,O,1.7
81348,81348,tsugca,818,A,A,37.4
81348,81349,tsugca,818,A,A,4.3
81350,81350,tsugca,818,A,A,4.4
81351,81351,tsugca,818,A,A,13.9
81352,81352,tsugca,818,A,A,61.4
81352,81353,tsugca,818,A,A,2.7
81354,81354,tsugca,818,A,A,2.4
81355,81355,acerru,818,A,A,11.5
81356,81356,acerpe,818,A,A,10.7
81357,81357,tsugca,818,A,O,1.1
81358,81358,tsugca,818,A,A,3
81359,81359,tsugca,818,A,D,5.5
81360,81360,fagugr,818,A,A,3.4
81361,81361,fagugr,818,D,D,9.1
81362,81362,tsugca,818,A,A,4.8
81363,81363,tsugca,818,A,A,3.9
81364,81364,tsugca,818,A,D,6.7
81365,81365,tsugca,818,A,D,2.4
81366,81366,tsugca,818,A,D,10.4
81367,81367,tsugca,818,A,D,2.1
81368,81368,tsugca,818,A,A,4.7
81369,81369,fagugr,818,A,A,13.3
81370,81370,tsugca,818,A,A,34.9
81371,81371,tsugca,818,A,A,31.6
81372,81372,tsugca,818,A,D,1.3
81373,81373,tsugca,818,A,D,3.8
81374,81374,tsugca,818,A,D,1.9
81375,81375,tsugca,818,A,A,3
81376,81376,tsugca,818,A,A,1.8
81377,81377,tsugca,818,A,D,2.6
81378,81378,tsugca,818,A,D,2.1
81379,81379,tsugca,818,A,A,1
81380,81380,tsugca,818,A,D,76.6
81381,81381,tsugca,818,A,A,24.2
81382,81382,tsugca,818,D,D,13
81383,81383,betule,819,A,A,14.6
81383,81384,betule,819,A,D,7
81385,81385,betupa,819,A,A,16.8
81386,81386,betule,819,D,D,7.3
81387,81387,betule,819,A,A,15.3
81388,81388,tsugca,819,A,A,33.4
81389,81389,tsugca,819,A,A,23.5
81389,81390,tsugca,819,A,A,14.7
81389,81391,tsugca,819,A,D,13.7
81389,81392,tsugca,819,A,D,16.7
81389,81393,tsugca,819,A,A,5.1
81394,81394,tsugca,819,A,A,4
81395,81395,acerru,819,A,A,12.5
81396,81396,tsugca,819,A,A,3.4
81397,81397,tsugca,819,A,D,2.4
81398,81398,tsugca,819,A,A,4
81399,81399,tsugca,819,A,D,1.1
81399,81400,tsugca,819,A,D,1
81401,81401,tsugca,819,A,A,1.5
81402,81402,betule,819,A,A,15
81403,81403,tsugca,819,A,A,11.6
81404,81404,betule,819,A,A,20.2
81404,81405,betule,819,A,D,4.7
81406,81406,tsugca,819,A,A,15.2
81406,81407,tsugca,819,A,A,4.6
81408,81408,betupa,819,A,A,8.8
81409,81409,betule,819,A,A,8.1
81410,81410,tsugca,819,A,A,5.3
81411,81411,tsugca,819,A,A,12.1
81411,81412,tsugca,819,A,A,3.3
81413,81413,tsugca,819,A,A,5
81414,81414,tsugca,819,A,A,6
81415,81415,tsugca,819,A,A,11.4
81416,81416,tsugca,819,A,A,4.3
81417,81417,tsugca,819,A,A,20
81418,81418,tsugca,819,A,A,21.9
81418,81419,tsugca,819,A,D,8.7
81418,81420,tsugca,819,A,A,3
81421,81421,tsugca,819,A,A,4.8
81422,81422,tsugca,819,A,A,9.2
81423,81423,querru,819,D,D,9.4
81424,81424,tsugca,819,A,A,21
81425,81425,querru,819,A,A,25.9
81425,81426,querru,819,A,A,24.2
81427,81427,tsugca,819,A,A,26.9
81427,81428,tsugca,819,A,A,22.3
81429,81429,fagugr,819,A,A,8.6
81430,81430,querru,819,A,A,10.8
81431,81431,tsugca,819,A,A,10.2
81432,81432,tsugca,819,A,A,16.5
81432,81433,tsugca,819,A,A,11.9
81434,81434,acerpe,819,D,D,8.5
81435,81435,tsugca,819,A,A,1
81436,81436,tsugca,819,A,A,2.4
81437,81437,tsugca,819,A,A,1.4
81438,81438,tsugca,819,A,A,39.9
81439,81439,acerru,819,A,A,11.9
81440,81440,tsugca,819,A,A,25.5
81440,81441,tsugca,819,A,A,1.8
81442,81442,tsugca,819,A,A,19.4
81443,81443,acerru,819,A,A,7.4
81444,81444,tsugca,819,A,A,10.1
81445,81445,tsugca,819,A,A,8.6
81446,81446,tsugca,819,A,A,7.9
81447,81447,deadhw,819,D,D,5.9
81448,81448,querru,819,D,D,6.9
81449,81449,acerpe,819,D,O,10.4
81450,81450,betule,819,A,D,7.2
81451,81451,tsugca,819,A,D,2.6
81452,81452,acerru,819,A,A,22.1
81452,81453,acerru,819,A,A,16.6
81452,81454,acerru,819,A,A,12
81455,81455,tsugca,819,A,A,7.2
81455,81456,tsugca,819,A,D,6.1
81457,81457,tsugca,819,A,A,13.3
81457,81458,tsugca,819,A,A,7.8
81459,81459,betule,819,A,A,20.8
81460,81460,tsugca,819,A,A,3.7
81461,81461,tsugca,819,A,A,1.5
81462,81462,tsugca,819,A,A,26.8
81463,81463,acerru,819,A,A,14.8
81464,81464,tsugca,819,A,A,12.4
81465,81465,tsugca,819,A,A,5.1
81466,81466,tsugca,819,A,A,23.3
81466,81467,tsugca,819,A,A,3.4
81468,81468,tsugca,819,A,A,12.8
81469,81469,tsugca,819,A,A,4.3
81470,81470,tsugca,819,A,A,5.3
81471,81471,tsugca,819,A,D,1.9
81472,81472,tsugca,819,A,A,9.5
81473,81473,tsugca,819,D,D,2.1
81474,81474,tsugca,819,A,D,3
81475,81475,tsugca,819,A,A,6.2
81476,81476,tsugca,819,A,A,17
81477,81477,tsugca,819,A,A,7
81478,81478,tsugca,819,A,A,38.6
81478,81479,tsugca,819,A,D,8
81480,81480,acerru,819,A,A,18.8
81481,81481,tsugca,819,A,A,9.1
81482,81482,tsugca,819,A,A,1.9
81483,81483,tsugca,819,A,A,2.3
81484,81484,tsugca,819,A,A,10.2
81485,81485,tsugca,820,A,A,17
81486,81486,tsugca,820,A,D,7.9
81487,81487,tsugca,820,A,D,7.9
