tag,stem.tag,sp,quadrat,status.initial,status.2016,dbh
101236,101236,tsugca,1015,A,A,33.5
101237,101237,pinust,1015,D,D,20.2
101238,101238,tsugca,1015,A,A,33
101239,101239,tsugca,1015,A,A,3.5
101240,101240,betual,1015,A,A,19.5
101240,101241,betual,1015,A,A,13.8
101242,101242,tsugca,1015,A,A,31.1
101242,101243,tsugca,1015,A,A,29.3
101244,101244,betupa,1015,D,D,17.2
101244,101245,betupa,1015,D,D,16.1
101246,101246,tsugca,1015,A,A,26.5
101247,101247,tsugca,1015,A,A,22.5
101248,101248,querru,1015,A,A,33.4
101248,101249,querru,1015,A,A,31
101250,101250,acerru,1015,A,A,8.6
101251,101251,tsugca,1015,A,A,6.3
101252,101252,pinust,1015,D,D,18.7
101253,101253,acerru,1015,A,A,9.1
101253,101254,acerru,1015,A,A,8.8
101255,101255,pinust,1015,A,A,46
101256,101256,tsugca,1015,A,D,11.9
101257,101257,pinust,1015,A,A,46.2
101258,101258,querru,1015,A,A,26.7
101259,101259,tsugca,1015,A,A,15.5
101260,101260,tsugca,1015,A,D,9.1
101261,101261,acerru,1015,A,A,12.8
101262,101262,betupa,1015,D,D,17
101263,101263,tsugca,1015,A,A,13
101264,101264,deadhw,1015,D,D,11
101265,101265,querru,1015,A,A,22.5
101266,101266,tsugca,1015,D,D,24.5
101267,101267,tsugca,1015,A,A,17
101268,101268,tsugca,1015,A,A,20.2
101269,101269,tsugca,1015,A,A,14.3
101269,101270,tsugca,1015,D,D,7.3
101271,101271,acerru,1015,D,D,10.6
101272,101272,acerru,1015,A,A,8.2
101273,101273,tsugca,1015,A,A,10.8
101274,101274,pinust,1015,A,A,34
101275,101275,tsugca,1015,A,A,9
101276,101276,querru,1015,A,A,21.8
101277,101277,pinust,1015,D,D,10.2
101278,101278,tsugca,1015,A,A,4.3
101279,101279,tsugca,1015,A,D,2
101279,101280,tsugca,1015,A,D,1.3
101281,101281,pinust,1016,A,A,54.7
101282,101282,tsugca,1016,A,A,11.7
101283,101283,tsugca,1016,A,D,7.7
101284,101284,tsugca,1016,A,A,20.5
101285,101285,tsugca,1016,A,A,24.8
101285,101286,tsugca,1016,A,A,9.9
101287,101287,tsugca,1016,A,D,26.7
101288,101288,querru,1016,A,A,34.9
101288,101289,querru,1016,A,A,31.3
101288,101290,querru,1016,A,A,30.6
101288,101291,querru,1016,D,D,13
101292,101292,pinust,1016,A,A,25.8
101293,101293,tsugca,1016,A,A,3
101294,101294,tsugca,1016,A,A,1.1
101295,101295,betule,1016,A,D,25.1
101295,101296,betule,1016,A,D,18.8
101297,101297,querru,1016,D,D,11.4
101298,101298,tsugca,1016,A,A,16
101298,101299,tsugca,1016,A,A,8.6
101300,101300,tsugca,1016,A,A,1.4
101301,101301,tsugca,1016,A,D,3.8
101302,101302,tsugca,1016,A,A,20.1
101303,101303,tsugca,1016,D,D,17.9
101304,101304,betual,1016,A,A,14.1
101305,101305,pinust,1016,A,A,45.8
101306,101306,tsugca,1016,A,D,1.4
101307,101307,tsugca,1016,A,A,36.9
101308,101308,pinust,1016,A,A,24.2
101309,101309,acerru,1016,A,A,15.3
101310,101310,querru,1016,A,A,15.7
101311,101311,querru,1016,D,D,10.8
101312,101312,tsugca,1016,A,A,17.5
101312,101313,tsugca,1016,A,A,11.5
101312,101314,tsugca,1016,A,D,3.7
101315,101315,querru,1016,A,D,29.3
101316,101316,pinust,1016,D,D,23.5
101317,101317,acerru,1016,A,A,15.6
101318,101318,querru,1016,A,A,24.6
101319,101319,tsugca,1016,A,A,3.1
101320,101320,acerru,1016,A,A,10
101321,101321,tsugca,1016,A,A,6.9
101322,101322,querru,1016,A,A,22.5
101323,101323,querru,1016,A,A,17.5
101324,101324,querru,1016,A,A,28.1
101325,101325,acerru,1016,A,A,10.3
101326,101326,tsugca,1016,A,D,11.4
101327,101327,pinust,1016,D,D,29.7
101328,101328,querru,1016,D,D,14.6
101329,101329,acerru,1016,A,A,17
101330,101330,pinust,1016,A,D,22.4
101331,101331,tsugca,1016,A,A,19.5
101332,101332,tsugca,1016,A,A,30.3
101333,101333,tsugca,1016,A,A,2.4
101334,101334,betule,1016,A,A,18
101334,101335,betule,1016,A,D,11.6
101336,101336,pinust,1016,A,A,33.8
101337,101337,querru,1016,A,A,20.6
101338,101338,acerru,1016,A,A,12.8
101338,101339,acerru,1016,A,D,8.5
101340,101340,querru,1016,A,A,22.5
101341,101341,tsugca,1016,A,D,12.7
101342,101342,betule,1016,A,A,25.9
101343,101343,tsugca,1016,A,A,26.4
101344,101344,tsugca,1016,D,D,15.8
101345,101345,prunse,1016,A,A,17.3
101346,101346,tsugca,1016,A,A,23.2
101346,101347,tsugca,1016,A,A,15.1
101348,101348,acerru,1017,A,A,26
101349,101349,tsugca,1017,A,A,26.3
101349,101350,tsugca,1017,A,D,16.5
101351,101351,tsugca,1017,A,A,7.2
101352,101352,tsugca,1017,A,D,2.1
101353,101353,tsugca,1017,A,D,2.4
101354,101354,tsugca,1017,A,A,1.5
101355,101355,acerru,1017,A,A,12.6
101356,101356,betule,1017,A,A,15.1
101357,101357,acerpe,1017,D,D,11.3
101357,101358,acerpe,1017,A,A,1.4
101357,101359,acerpe,1017,A,A,1.3
101360,101360,prunse,1017,A,A,16.4
101361,101361,tsugca,1017,A,A,2.8
101362,101362,tsugca,1017,A,A,23
101363,101363,betupa,1017,D,D,20.7
101364,101364,tsugca,1017,A,A,15.8
101365,101365,tsugca,1017,A,A,44.6
101366,101366,tsugca,1017,A,A,22.3
101367,101367,tsugca,1017,A,A,11.6
101368,101368,querru,1017,A,A,29.6
101369,101369,acerru,1017,A,A,11.5
101370,101370,tsugca,1017,A,A,14
101371,101371,acerru,1017,D,D,7.6
101372,101372,tsugca,1017,A,D,8.4
101373,101373,tsugca,1017,D,D,14
101373,101374,tsugca,1017,A,A,2.5
101375,101375,acerru,1017,A,D,7.4
101376,101376,tsugca,1017,A,A,18.8
101376,101377,tsugca,1017,A,A,13.8
101378,101378,tsugca,1017,A,A,26.3
101379,101379,querru,1017,A,A,27.3
101380,101380,querru,1017,A,A,22.5
101381,101381,pinust,1017,D,D,8.6
101382,101382,querru,1017,A,D,18.1
101383,101383,querru,1017,A,A,26.2
101384,101384,betule,1017,A,A,20
101385,101385,tsugca,1017,A,A,16.5
101386,101386,querru,1017,A,A,31.7
101387,101387,querru,1017,A,A,17.9
101388,101388,pinust,1017,A,A,27.7
101389,101389,acerru,1017,A,A,11.4
101390,101390,tsugca,1017,A,A,8.8
101391,101391,acerru,1017,A,A,13.3
101392,101392,betule,1017,A,O,19.6
101393,101393,tsugca,1017,A,A,7.6
101394,101394,tsugca,1017,A,A,17.3
101395,101395,querru,1017,A,A,16.8
101396,101396,tsugca,1017,A,A,25
101396,101397,tsugca,1017,A,A,22.3
101398,101398,acerru,1017,A,A,15.4
101399,101399,tsugca,1018,A,A,2.3
101400,101400,tsugca,1018,A,A,36.5
101401,101401,tsugca,1018,A,A,32.9
101402,101402,tsugca,1018,A,A,25.3
101403,101403,tsugca,1018,A,A,7.7
101403,101404,tsugca,1018,A,A,7.1
101405,101405,pinust,1018,A,A,49.8
101406,101406,piceru,1018,A,A,29
101407,101407,querru,1018,A,A,27.3
101408,101408,tsugca,1018,A,A,29.5
101409,101409,tsugca,1018,A,A,37.4
101409,101410,tsugca,1018,D,D,11.8
101411,101411,tsugca,1018,A,A,16.4
101412,101412,tsugca,1018,A,A,13.2
101413,101413,tsugca,1018,A,D,11.8
101413,101414,tsugca,1018,A,D,10
101415,101415,tsugca,1018,A,A,36.7
101415,101416,tsugca,1018,A,A,14.6
101417,101417,tsugca,1018,D,D,16.6
101418,101418,tsugca,1018,A,A,22.7
101419,101419,tsugca,1018,A,A,14
101419,101420,tsugca,1018,D,D,5.6
101421,101421,acerru,1018,A,A,20.1
101422,101422,tsugca,1018,A,A,33.8
101423,101423,tsugca,1018,D,D,10.1
101424,101424,tsugca,1018,A,A,15.6
101425,101425,pinust,1018,D,D,16
101426,101426,acerru,1018,D,D,12.8
101427,101427,querru,1018,A,A,23.9
101428,101428,tsugca,1018,D,D,15.2
101429,101429,tsugca,1018,A,A,19.1
101430,101430,acerru,1018,A,A,22.2
101430,101431,acerru,1018,A,A,18.7
101430,101432,acerru,1018,A,A,22.1
101433,101433,acerru,1018,A,A,14.6
101434,101434,tsugca,1018,A,A,6
101435,101435,tsugca,1018,A,A,23.4
101436,101436,tsugca,1018,A,A,33.2
101437,101437,tsugca,1018,A,A,11.1
101438,101438,acerru,1018,A,D,10.5
101439,101439,tsugca,1018,A,A,13.2
101440,101440,tsugca,1018,A,A,24.5
101441,101441,querru,1018,A,A,31.3
101442,101442,acerru,1018,A,A,24.4
101443,101443,tsugca,1018,A,A,18.5
101444,101444,acerru,1018,A,A,16
101444,101445,acerru,1018,A,A,15.6
101444,101446,acerru,1018,D,D,14
101447,101447,acerru,1018,A,A,22.1
101447,101448,acerru,1018,A,A,21
101447,101449,acerru,1018,A,A,18.9
101450,101450,tsugca,1018,A,A,21.3
101451,101451,tsugca,1018,A,D,1.4
101452,101452,tsugca,1018,D,D,14.8
101453,101453,tsugca,1018,A,A,17.4
101454,101454,querru,1018,A,A,29.5
101455,101455,tsugca,1018,A,A,43
101456,101456,querru,1018,A,A,20.6
101457,101457,tsugca,1018,A,D,6
101458,101458,querru,1018,A,A,19.5
101459,101459,betule,1018,A,A,19.4
101460,101460,tsugca,1018,A,A,23.1
101461,101461,tsugca,1018,A,D,3.1
101461,101462,tsugca,1018,A,D,2.4
101463,101463,tsugca,1019,A,A,5.3
101463,101464,tsugca,1019,A,A,2.8
101463,101465,tsugca,1019,A,A,2.1
101466,101466,acerru,1019,A,D,8
101467,101467,acerru,1019,D,D,6.3
101468,101468,tsugca,1019,A,A,9.8
101469,101469,tsugca,1019,A,A,14.3
101470,101470,acerru,1019,A,D,6.3
101471,101471,tsugca,1019,A,A,41.9
101471,101472,tsugca,1019,A,A,41.3
101473,101473,acerru,1019,A,A,23
101474,101474,tsugca,1019,A,A,19.4
101475,101475,tsugca,1019,A,D,2.6
101476,101476,tsugca,1019,A,D,4.3
101477,101477,acerru,1019,A,A,10.6
101478,101478,tsugca,1019,A,A,18.7
101479,101479,tsugca,1019,A,A,14
101480,101480,acerru,1019,A,A,7.6
101481,101481,betule,1019,A,A,28.2
101482,101482,acerru,1019,A,A,12.3
101483,101483,tsugca,1019,A,A,20.4
101484,101484,acerru,1019,A,A,13.3
101485,101485,tsugca,1019,A,A,23.9
101485,101486,tsugca,1019,A,A,11.4
101487,101487,querru,1019,A,A,39.8
101488,101488,tsugca,1019,A,A,26.6
101489,101489,querru,1019,A,A,29.6
101489,101490,querru,1019,D,D,13.6
101491,101491,acerru,1019,D,D,9
101492,101492,acerru,1019,A,A,7.6
101493,101493,acerru,1019,A,A,13
101494,101494,acerru,1019,A,A,12
101495,101495,querru,1019,A,A,27.1
101496,101496,tsugca,1019,A,A,32
101497,101497,tsugca,1019,A,A,13.7
101498,101498,acerru,1019,A,A,21.8
101499,101499,pinust,1019,A,A,35.9
101500,101500,acerru,1019,A,A,15
101501,101501,tsugca,1019,A,A,23.7
101502,101502,betule,1019,A,A,19.5
101503,101503,tsugca,1019,A,A,4.3
101504,101504,tsugca,1019,D,D,39.7
101505,101505,fagugr,1019,A,D,6.3
101506,101506,acerru,1019,D,D,12.7
101507,101507,tsugca,1019,A,A,53.5
101508,101508,querru,1019,D,D,11.9
101509,101509,tsugca,1019,A,D,2.5
101510,101510,tsugca,1019,A,A,15.6
101511,101511,acerru,1019,A,A,23.1
101512,101512,acerru,1019,D,D,13.7
101513,101513,acerru,1019,A,A,12.6
101514,101514,querru,1019,A,A,25
101515,101515,tsugca,1019,A,A,21.4
101516,101516,querru,1019,A,A,17.7
101517,101517,querru,1019,A,A,28
101518,101518,tsugca,1019,A,A,29.1
101519,101519,querru,1019,A,A,15.4
101520,101520,pinust,1020,A,A,18.7
101521,101521,querru,1020,A,A,40.8
101522,101522,tsugca,1020,A,A,15.6
101523,101523,acerru,1020,A,D,7.5
101524,101524,tsugca,1020,A,D,4.6
101525,101525,tsugca,1020,A,D,2.6
101526,101526,acerru,1020,A,A,10.5
101527,101527,tsugca,1020,A,A,16.3
101527,101528,tsugca,1020,A,A,15.8
101529,101529,acerru,1020,A,A,14.4
101530,101530,querru,1020,A,A,39.1
101531,101531,tsugca,1020,A,A,30
101531,101532,tsugca,1020,A,A,1.9
101533,101533,acerru,1020,A,D,6.8
101534,101534,tsugca,1020,A,A,9
101534,101535,tsugca,1020,A,D,5.3
101534,101536,tsugca,1020,A,D,2.7
101537,101537,querru,1020,A,A,31.6
101538,101538,pinust,1020,D,D,8.5
101539,101539,tsugca,1020,A,A,2.8
101539,101540,tsugca,1020,A,A,2.1
101541,101541,fagugr,1020,A,A,1.8
101542,101542,kalmla,1020,A,A,1.3
101543,101543,acerru,1020,A,D,14.8
101544,101544,tsugca,1020,A,A,20.5
101545,101545,fagugr,1020,A,A,1.9
101545,101546,fagugr,1020,A,A,1
101545,101547,fagugr,1020,A,A,1
101548,101548,fagugr,1020,D,D,34.2
101549,101549,fagugr,1020,A,A,2.3
101549,101550,fagugr,1020,A,D,1.3
101551,101551,fagugr,1020,A,A,2
101552,101552,fagugr,1020,A,A,1.1
101553,101553,fagugr,1020,A,A,4
101553,101554,fagugr,1020,A,A,1.1
101553,101555,fagugr,1020,A,A,1
101553,101556,fagugr,1020,A,A,1
101557,101557,tsugca,1020,A,A,3.4
101558,101558,querru,1020,A,A,30.4
101559,101559,tsugca,1020,A,A,28.2
101560,101560,pinust,1020,D,D,12.8
101561,101561,fagugr,1020,A,A,1.7
101562,101562,tsugca,1020,A,A,16.4
101563,101563,acerru,1020,A,A,23.5
101563,101564,acerru,1020,A,A,23.2
101563,101565,acerru,1020,A,A,12.8
101566,101566,fagugr,1020,A,A,4
101567,101567,fagugr,1020,A,A,7.6
101568,101568,fagugr,1020,A,A,17.3
101569,101569,pinust,1020,D,D,9.8
101570,101570,fagugr,1020,A,A,1.9
101571,101571,fagugr,1020,A,A,10.4
101572,101572,tsugca,1020,A,A,21.9
101573,101573,fagugr,1020,A,O,3.8
101574,101574,fagugr,1020,D,D,13.8
101575,101575,querru,1020,A,A,27.8
101575,101576,querru,1020,D,D,8.5
101577,101577,pinust,1020,A,A,61.6
101578,101578,fagugr,1020,A,A,2.8
101578,101579,fagugr,1020,A,D,1
101580,101580,pinust,1020,A,A,24.7
101581,101581,fagugr,1020,A,A,6.7
101582,101582,fagugr,1020,A,A,3.6
101583,101583,tsugca,1020,A,A,7.9
101584,101584,pinust,1020,A,A,42.2
101585,101585,acerru,1020,A,A,10.9
101586,101586,querru,1020,A,A,26.3
101587,101587,tsugca,1020,A,A,2.7
101588,101588,pinust,1020,D,D,19.5
101589,101589,betule,1020,A,A,22.1
101590,101590,querru,1020,A,A,24.2
101591,101591,betule,1020,A,A,15.5
101592,101592,acerru,1020,A,A,12.3
101593,101593,tsugca,1020,A,A,5.7
101593,101594,tsugca,1020,A,A,5.4
101595,101595,querru,1020,A,A,28.3
101596,101596,querru,1020,A,A,24.8
101597,101597,acerru,1020,A,A,13.6
101598,101598,querru,1020,A,A,17.6
101599,101599,tsugca,1021,A,A,34
101600,101600,tsugca,1021,A,A,38.2
101601,101601,acerru,1021,A,A,20
101602,101602,tsugca,1021,A,A,1
101603,101603,acerru,1021,A,A,12.9
101604,101604,kalmla,1021,A,A,8.4
101605,101605,querru,1021,A,A,64
101606,101606,acerru,1021,A,A,6.1
101607,101607,kalmla,1021,A,A,7.2
101608,101608,pinust,1021,A,A,26.2
101609,101609,kalmla,1021,A,A,3.4
101609,101610,kalmla,1021,A,A,1
101611,101611,tsugca,1021,A,A,3.3
101612,101612,tsugca,1021,A,A,4.7
101613,101613,tsugca,1021,A,D,8.4
101613,101614,tsugca,1021,A,D,3.6
101615,101615,acerru,1021,A,D,7.3
101616,101616,fagugr,1021,A,O,3.7
101617,101617,tsugca,1021,A,D,8.6
101618,101618,tsugca,1021,A,A,7.3
101619,101619,tsugca,1021,D,D,5.5
101620,101620,tsugca,1021,A,A,7.1
101621,101621,tsugca,1021,A,A,19.9
101622,101622,tsugca,1021,A,D,1.8
101623,101623,fagugr,1021,D,D,10.8
101624,101624,fagugr,1021,D,D,24.5
101625,101625,fagugr,1021,D,D,17.4
101626,101626,tsugca,1021,A,A,7.7
101627,101627,fagugr,1021,A,A,21.2
101628,101628,tsugca,1021,A,A,3.7
101629,101629,tsugca,1021,A,A,8.2
101630,101630,fagugr,1021,A,A,4.4
101631,101631,fagugr,1021,A,A,4.1
101632,101632,tsugca,1021,A,O,13
101632,101633,tsugca,1021,A,O,7.2
101634,101634,tsugca,1021,A,A,17.3
101635,101635,acerru,1021,A,A,13
101636,101636,acerru,1021,D,A,5.1
101637,101637,fagugr,1021,A,D,19.1
101638,101638,tsugca,1021,A,A,4.3
101639,101639,tsugca,1021,A,A,27.5
101640,101640,tsugca,1021,A,A,6.2
101641,101641,acerru,1021,D,D,16.4
101642,101642,tsugca,1021,A,A,49.1
101643,101643,tsugca,1021,A,A,3.2
101644,101644,tsugca,1021,A,O,1
101645,101645,tsugca,1021,A,A,6.9
101646,101646,tsugca,1021,A,A,1.3
101647,101647,tsugca,1021,A,A,1
101648,101648,acerru,1021,A,A,30.4
101649,101649,betual,1021,A,A,9.9
101649,101650,betual,1021,A,A,5.1
101651,101651,tsugca,1021,A,A,1.5
101651,101652,tsugca,1021,A,D,1.3
101653,101653,fagugr,1021,A,A,6.7
101654,101654,kalmla,1021,A,D,2.8
101655,101655,kalmla,1021,A,D,4.1
101656,101656,vaccco,1021,A,A,2.3
101657,101657,acerru,1021,A,D,15.7
101658,101658,kalmla,1021,A,A,1.3
101658,101659,kalmla,1021,A,A,1.3
101658,101660,kalmla,1021,A,A,1
101661,101661,kalmla,1021,A,D,3.7
101662,101662,kalmla,1021,A,A,3.8
101663,101663,kalmla,1021,A,A,2.9
101663,101664,kalmla,1021,A,A,1.7
101663,101665,kalmla,1021,A,A,1.2
101666,101666,acerru,1021,A,A,11.1
101667,101667,tsugca,1021,A,A,1
101668,101668,kalmla,1021,A,A,1.2
101669,101669,kalmla,1021,A,A,1.3
101669,101670,kalmla,1021,A,A,1.2
101669,101671,kalmla,1021,A,A,1
101669,101672,kalmla,1021,A,A,1
101673,101673,querru,1021,A,A,28.5
101674,101674,tsugca,1021,A,A,3.1
101675,101675,querru,1021,A,A,15.4
101676,101676,fagugr,1021,A,D,12.1
101677,101677,fagugr,1022,A,A,3.4
101678,101678,tsugca,1022,A,A,1.6
101679,101679,tsugca,1022,A,A,1.9
101680,101680,acerru,1022,A,A,11.7
101681,101681,tsugca,1022,A,A,11.1
101682,101682,tsugca,1022,A,A,4
101683,101683,tsugca,1022,A,A,35.8
101684,101684,acerru,1022,D,D,14.1
101685,101685,tsugca,1022,A,A,30.3
101686,101686,tsugca,1022,A,A,36.8
101687,101687,acerru,1022,A,A,17.2
101688,101688,tsugca,1022,A,A,25.2
101688,101689,tsugca,1022,A,A,3.1
101690,101690,betule,1022,D,D,13.1
101691,101691,fagugr,1022,D,D,23
101692,101692,fagugr,1022,A,A,7
101693,101693,tsugca,1022,A,A,4.7
101694,101694,kalmla,1022,A,A,1.7
101695,101695,acerru,1022,A,A,15.3
101696,101696,tsugca,1022,A,A,11.6
101697,101697,betule,1022,A,A,21
101698,101698,kalmla,1022,A,A,5.3
101699,101699,querru,1022,D,D,17.1
101700,101700,tsugca,1022,A,A,10.4
101701,101701,acerru,1022,A,A,34.8
101701,101702,acerru,1022,A,A,29.6
101701,101703,acerru,1022,A,A,32
101704,101704,kalmla,1022,A,D,3.5
101705,101705,acerru,1022,A,A,29.1
101705,101706,acerru,1022,A,A,12
101707,101707,betual,1022,A,A,1.8
101708,101708,tsugca,1022,A,A,5.8
101709,101709,tsugca,1022,A,A,47
101710,101710,acerru,1022,A,A,7.2
101711,101711,betual,1022,D,D,27.8
101711,101712,betual,1022,A,A,21.1
101713,101713,tsugca,1022,D,D,6.1
101714,101714,tsugca,1022,A,A,3.4
101715,101715,kalmla,1022,A,D,2.4
101716,101716,kalmla,1022,A,D,1.5
101717,101717,kalmla,1022,A,D,1.6
101718,101718,betule,1022,A,A,10.4
101719,101719,acerru,1022,A,A,15.2
101720,101720,tsugca,1022,A,A,38.2
101721,101721,betual,1022,A,A,6.2
101722,101722,querru,1022,A,A,44.9
101722,101723,querru,1022,A,A,37.5
101724,101724,tsugca,1022,A,A,39.1
101725,101725,tsugca,1022,A,A,1.4
101726,101726,tsugca,1022,A,A,2.1
101727,101727,acerru,1022,A,A,16.8
101728,101728,tsugca,1022,A,A,33.6
101729,101729,acerru,1022,A,A,29.3
101730,101730,tsugca,1022,A,A,4.5
101731,101731,tsugca,1022,A,A,26.8
101732,101732,tsugca,1022,A,A,4.3
101733,101733,tsugca,1022,A,A,2.8
101734,101734,kalmla,1022,A,A,4.1
101735,101735,tsugca,1022,A,A,1.3
101736,101736,tsugca,1022,A,A,15.3
101737,101737,kalmla,1022,A,A,1.6
101738,101738,tsugca,1022,A,A,1.5
101739,101739,tsugca,1022,A,A,2.7
101740,101740,tsugca,1022,A,A,16.4
101741,101741,acerru,1022,A,A,32.4
101741,101742,acerru,1022,A,A,19.6
101743,101743,tsugca,1022,A,A,23.5
101744,101744,tsugca,1022,A,A,6.5
101745,101745,kalmla,1022,A,A,1.4
101746,101746,tsugca,1022,A,A,2.2
101747,101747,pinust,1022,A,A,51.5
101748,101748,tsugca,1023,A,A,4.5
101749,101749,tsugca,1023,A,A,15.5
101749,101750,tsugca,1023,A,D,5
101751,101751,tsugca,1023,A,A,26.3
101752,101752,tsugca,1023,D,D,10.8
101753,101753,tsugca,1023,A,A,10.6
101754,101754,betual,1023,A,A,18
101755,101755,betual,1023,A,A,8.4
101756,101756,acerru,1023,A,A,42.1
101757,101757,acerru,1023,A,A,18
101758,101758,tsugca,1023,A,A,3.1
101759,101759,tsugca,1023,A,A,1.6
101760,101760,tsugca,1023,A,A,1.6
101760,101761,tsugca,1023,A,A,1
101762,101762,kalmla,1023,A,A,2
101763,101763,kalmla,1023,A,A,2.4
101763,101764,kalmla,1023,A,A,1
101765,101765,ilexve,1023,A,A,1.9
101765,101766,ilexve,1023,A,A,1.1
101767,101767,ilexve,1023,A,A,1.5
101767,101768,ilexve,1023,A,A,1.3
101769,101769,ilexve,1023,A,A,1.1
101770,101770,ilexve,1023,A,A,2.1
101770,101771,ilexve,1023,A,A,1.4
101772,101772,tsugca,1023,A,A,1.1
101773,101773,acerru,1023,A,A,26.5
101774,101774,kalmla,1023,A,A,2.9
101775,101775,ilexve,1023,A,A,1
101776,101776,ilexve,1023,A,A,1.1
101777,101777,betual,1023,A,A,2.8
101778,101778,ilexve,1023,A,A,1.3
101779,101779,vaccco,1023,A,O,1.9
101780,101780,kalmla,1023,A,A,2.2
101781,101781,kalmla,1023,A,A,1.3
101782,101782,tsugca,1023,A,A,8.3
101783,101783,kalmla,1023,A,A,2.1
101784,101784,betual,1023,A,A,8.3
101785,101785,betual,1023,A,A,8.3
101785,101786,betual,1023,A,D,2.3
101787,101787,tsugca,1023,A,A,1
101788,101788,tsugca,1023,A,A,7.4
101789,101789,betual,1023,D,D,7
101790,101790,betual,1023,A,D,7.8
101790,101791,betual,1023,A,A,3.3
101790,101792,betual,1023,A,A,2.1
101790,101793,betual,1023,A,A,1.8
101790,101794,betual,1023,A,D,1.2
101795,101795,tsugca,1023,A,A,3
101796,101796,tsugca,1023,A,A,8.6
101797,101797,tsugca,1023,A,A,1.5
101798,101798,tsugca,1023,A,A,29.8
101799,101799,tsugca,1023,A,A,26.7
101799,101800,tsugca,1023,A,A,15.5
101801,101801,tsugca,1023,A,A,29.8
101802,101802,betupa,1023,A,D,20.3
101803,101803,tsugca,1023,A,A,26.6
101804,101804,acerru,1023,A,A,27.1
101804,101805,acerru,1023,A,A,23
101806,101806,acerru,1023,A,D,16.6
101807,101807,kalmla,1023,A,A,3.3
101807,101808,kalmla,1023,A,A,1.8
101809,101809,ilexve,1023,A,A,1.6
101810,101810,betual,1023,A,A,12.9
101811,101811,querru,1023,A,A,19.2
101812,101812,tsugca,1023,A,A,41.9
101813,101813,tsugca,1023,A,A,19.6
101813,101814,tsugca,1023,A,A,11.8
101815,101815,tsugca,1023,A,A,26.6
101816,101816,tsugca,1023,A,A,2.9
101817,101817,pinust,1023,D,D,11.6
101818,101818,tsugca,1023,D,D,11.5
101819,101819,acerru,1023,A,A,24
101820,101820,tsugca,1023,A,A,3.4
101821,101821,acerru,1023,A,A,16.2
101822,101822,betual,1023,A,D,9.5
101822,101823,betual,1023,A,D,1.1
101824,101824,tsugca,1023,A,A,7.4
101825,101825,kalmla,1023,A,D,1.8
101825,101826,kalmla,1023,A,D,1.7
101827,101827,ilexve,1023,A,A,1.1
101828,101828,nemomu,1023,A,A,1.9
101829,101829,nemomu,1023,A,O,2.3
101830,101830,acerru,1023,A,A,26
101830,101831,acerru,1023,A,A,21.2
101832,101832,kalmla,1023,A,A,3.1
101832,101833,kalmla,1023,A,A,2.7
101834,101834,vaccco,1023,A,A,2.2
101834,101835,vaccco,1023,A,A,1.8
101834,101836,vaccco,1023,D,D,1.5
101834,101837,vaccco,1023,A,O,1.6
101838,101838,querru,1023,A,A,16.7
101839,101839,pinust,1023,D,D,15.8
101840,101840,acerru,1023,A,A,15
101840,101841,acerru,1023,D,D,15
101842,101842,tsugca,1023,A,A,4
101842,101843,tsugca,1023,A,A,1.7
101844,101844,tsugca,1023,A,A,2.3
101845,101845,betual,1023,A,D,3
101846,101846,pinust,1023,D,D,17
101847,101847,tsugca,1023,A,A,10.2
101848,101848,tsugca,1023,A,A,2.5
101849,101849,tsugca,1023,A,D,2.3
101850,101850,tsugca,1023,A,A,7.2
101851,101851,tsugca,1023,A,A,1.5
101852,101852,tsugca,1023,A,A,4.2
101852,101853,tsugca,1023,A,A,3
101854,101854,tsugca,1023,A,A,2.7
101855,101855,querru,1023,A,A,44.6
101855,101856,querru,1023,A,A,39.5
101855,101857,querru,1023,A,A,29.9
101858,101858,vaccco,1023,A,A,1.2
101859,101859,vaccco,1023,A,O,3.5
101859,101860,vaccco,1023,A,O,1.7
101861,101861,tsugca,1023,A,A,19.6
101862,101862,betual,1024,A,A,10.3
101863,101863,tsugca,1024,A,A,6.9
101864,101864,querru,1024,A,A,29.4
101865,101865,tsugca,1024,A,A,7.1
101866,101866,tsugca,1024,A,A,35
101867,101867,tsugca,1024,A,A,17
101868,101868,tsugca,1024,A,A,3.6
101869,101869,tsugca,1024,A,A,16.5
101870,101870,tsugca,1024,A,A,20.9
101871,101871,tsugca,1024,A,A,24.2
101872,101872,tsugca,1024,D,D,12.7
101873,101873,tsugca,1024,D,D,8.8
101874,101874,tsugca,1024,A,A,16.9
101875,101875,tsugca,1024,A,A,35.5
101876,101876,tsugca,1024,A,A,5.1
101877,101877,acerru,1024,A,A,25.1
101878,101878,tsugca,1024,A,A,19.9
101879,101879,acerru,1024,D,D,14.2
101880,101880,tsugca,1024,A,A,11.8
101881,101881,tsugca,1024,A,D,4.9
101882,101882,tsugca,1024,A,A,8.4
101883,101883,pinust,1024,A,A,27.1
101884,101884,tsugca,1024,A,A,6
101885,101885,tsugca,1024,A,A,19.3
101886,101886,tsugca,1024,A,A,29
101887,101887,tsugca,1024,A,A,7.1
101888,101888,tsugca,1024,D,D,7
101889,101889,acerru,1024,A,A,28.2
101890,101890,tsugca,1024,A,A,19.3
101890,101891,tsugca,1024,D,D,11.1
101892,101892,tsugca,1024,A,A,30.5
101893,101893,tsugca,1024,A,A,40.7
101894,101894,tsugca,1024,D,D,6.1
101895,101895,tsugca,1024,A,A,4.6
